source_application_number,source_invention_title,source_ipc_number,source_application_date,source_register_status,source_final_disposal,source_right_holder,citation_record_index,citation_direction,cited_application_number,citing_application_number,citing_invention_title,citing_applicant_name,citation_date,citation_category,is_self_citation_estimated,parse_type,http_status_code,request_ok,request_url
1020200167009,이미지 오류 검출 방법 및 그 장치,G06T 7/00|G06F 11/10|G07C 5/08|G06T 5/00|G06F 3/14,2020-12-02,등록,등록,주식회사 텔레칩스,1,BACKWARD_CITATION_ESTIMATED,1020200167009,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200167009&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210180989,안드로이드 오토모티브 오디오 시스템 및 이를 이용한 스트림 변환 방법,G10L 19/008|G10L 19/16|G06F 9/30|G06F 9/445,2021-12-16,등록,등록,주식회사 텔레칩스,1,BACKWARD_CITATION_ESTIMATED,1020210180989,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210180989&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190173272,멀티-마스터를 지원하는 그래픽 처리 장치를 공유하는 시스템 온 칩 및 그래픽 처리 장치의 동작 방법,G06F 15/78|G06F 11/30|G06T 1/20|G06F 9/455,2019-12-23,등록,등록,주식회사 텔레칩스,1,BACKWARD_CITATION_ESTIMATED,1020190173272,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190173272&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190174324,이종의 멀티 CPU가 탑재된 시스템-온-칩 및 CPU 리부팅을 제어하는 방법,G06F 11/07|G06F 11/30|G06F 15/78,2019-12-24,등록,등록,주식회사 텔레칩스,1,BACKWARD_CITATION_ESTIMATED,1020190174324,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190174324&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190174551,교통사고 정보 제공 장치 및 방법,G06Q 50/26|G08G 1/0962|B60R 21/015|B60R 22/48|G06Q 50/40|G06F 3/16|G01S 19/13|G06F 3/00|G06N 20/00,2019-12-24,등록,등록,주식회사 텔레칩스,1,BACKWARD_CITATION_ESTIMATED,1020190174551,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190174551&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190176930,볼 그리드 어레이 인쇄회로기판,H05K 3/34|H10W 70/62|H05K 1/11,2019-12-27,등록,등록,주식회사 텔레칩스,1,BACKWARD_CITATION_ESTIMATED,1020190176930,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190176930&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200110352,자동 이득 제어 장치 및 방법,H03G 3/30,2020-08-31,등록,등록,주식회사 텔레칩스,1,BACKWARD_CITATION_ESTIMATED,1020200110352,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200110352&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210041302,대체 이미지를 제공하는 장치 및 그 방법,H04N 21/414|H04N 21/442|H04N 21/436,2021-03-30,등록,등록,주식회사 텔레칩스,1,BACKWARD_CITATION_ESTIMATED,1020210041302,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210041302&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210042051,기저대역의 OFDM 수신 장치 및 그 장치에서의 샘플 클럭 오류 추정 방법,H04L 27/26,2021-03-31,등록,등록,주식회사 텔레칩스,1,BACKWARD_CITATION_ESTIMATED,1020210042051,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210042051&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210042052,더블 토크 이득 제어 장치 및 그 방법,H04R 3/00|H04R 3/02|H03G 3/20,2021-03-31,등록,등록,주식회사 텔레칩스,1,BACKWARD_CITATION_ESTIMATED,1020210042052,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210042052&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
