source_application_number,source_invention_title,source_ipc_number,source_application_date,source_register_status,source_final_disposal,source_right_holder,citation_record_index,citation_direction,cited_application_number,citing_application_number,citing_invention_title,citing_applicant_name,citation_date,citation_category,is_self_citation_estimated,parse_type,http_status_code,request_ok,request_url
1020150160837,인터페이스 보드,H10P 74/00,2015-11-17,등록,등록,주식회사 아이에스시,1,BACKWARD_CITATION_ESTIMATED,1020150160837,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020150160837&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190032568,도전성 분말 및 이를 포함하는 검사용 커넥터,H01B 1/20|H01B 1/02|H01B 3/44|C08L 53/02|H10P 72/00,2019-03-21,등록,등록,주식회사 아이에스시,1,BACKWARD_CITATION_ESTIMATED,1020190032568,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190032568&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020090003738,전기적 접속체 및 그 전기적 접속체를 포함한 테스트 소켓,G01R 1/067|G01R 31/26|H10P 74/00,2009-01-16,등록,등록,주식회사 아이에스시,1,BACKWARD_CITATION_ESTIMATED,1020090003738,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020090003738&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020090061153,매개부재의 제조방법 및 그 제조방법에 의해 제조된 매개부재,G01R 31/28|G01R 1/04|H10P 74/00,2009-07-06,등록,등록,주식회사 아이에스시,1,BACKWARD_CITATION_ESTIMATED,1020090061153,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020090061153&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020100126359,검사용 탐침장치 및 그 검사용 탐침장치의 제조방법,G01R 1/067|G01R 1/073|H10P 74/00|G01R 3/00,2010-12-10,등록,등록,주식회사 아이에스시,1,BACKWARD_CITATION_ESTIMATED,1020100126359,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020100126359&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020110011929,테스트용 소켓,H01R 33/76|H10P 74/00|G01R 31/28,2011-02-10,등록,등록,주식회사 아이에스시,1,BACKWARD_CITATION_ESTIMATED,1020110011929,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020110011929&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020120027331,스프링부재를 포함하는 테스트용 러버소켓,G01R 31/28|G01R 1/04|H10P 74/00|G01R 31/26,2012-03-16,등록,등록,주식회사 아이에스시,1,BACKWARD_CITATION_ESTIMATED,1020120027331,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020120027331&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020130087499,도전성 커넥터 및 그 제조방법,G01R 1/067|G01R 31/26|H10P 74/00,2013-07-24,등록,등록,주식회사 아이에스시,1,BACKWARD_CITATION_ESTIMATED,1020130087499,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020130087499&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020130154835,전기적 검사소켓,G01R 31/26|H10P 74/00|H01R 33/76|H01R 107/00,2013-12-12,등록,등록,주식회사 아이에스시,1,BACKWARD_CITATION_ESTIMATED,1020130154835,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020130154835&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220049406,저항 감소를 통한 도전 강화 특징을 갖는 검사용 콘택터 및 그의 제조방법,G01R 1/067|G01R 3/00|G01R 31/28,2022-04-21,등록,등록,가천대학교 산학협력단|주식회사 아이에스시,1,BACKWARD_CITATION_ESTIMATED,1020220049406,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220049406&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
