source_application_number,source_invention_title,source_ipc_number,source_application_date,source_register_status,source_final_disposal,source_right_holder,citation_record_index,citation_direction,cited_application_number,citing_application_number,citing_invention_title,citing_applicant_name,citation_date,citation_category,is_self_citation_estimated,parse_type,http_status_code,request_ok,request_url
1020160052203,포토레지스트 박리액 조성물,G03F 7/42|C11D 11/00|C11D 1/62|C11D 3/43|H10P 50/28,2016-04-28,등록,등록,(주)덕산테코피아|정병현,1,BACKWARD_CITATION_ESTIMATED,1020160052203,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020160052203&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020160160831,"네거티브 감광성 수지 조성물, 필름 및 전자장치",G03F 7/038|G03F 7/027|G03F 7/00|H10K 59/80|H10K 59/10|H10K 30/80|H10K 10/80,2016-11-29,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020160160831,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020160160831&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020170160280,"네거티브 감광성 수지 조성물, 이를 사용한 유기절연막을 갖는 전자장치",G03F 7/038|C08L 79/08|C08G 73/10|G02F 1/1333|H10K 50/00|H10K 59/00|H10K 30/80|H10K 10/80,2017-11-28,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020170160280,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020170160280&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020080009115,반도체 패키지용 솔더볼,H10W 70/62|H10W 72/00,2008-01-29,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020080009115,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020080009115&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020080010811,무연솔더 페이스트용 미세 무연 솔더 분말의 제조방법과 제조장치,B22F 9/24|B23K 35/24,2008-02-01,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020080010811,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020080010811&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020080060837,"구리2가 착화합물, 그 제조 방법, 그를 이용한 구리 박막제조 방법 및 그를 이용하여 제조된 반도체 기판",C07F 1/08|H10W 20/20,2008-06-26,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020080060837,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020080060837&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020080126205,접착층이 형성된 솔더볼,H10W 72/00|H05K 3/34,2008-12-12,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020080126205,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020080126205&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020090012302,도전성 접착제와 그 제조 방법 및 이를 포함하는 전자 장치,C09J 11/04|C09J 9/02|C09J 1/00|C09J 163/00|B82B 3/00|C09J 11/08|C08L 93/04|C09J 161/06,2009-02-16,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020090012302,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020090012302&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020090106483,도전성 접착제와 그 제조 방법 및 이를 포함하는 전자 장치,C09J 9/02,2009-11-05,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020090106483,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020090106483&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020100014281,솔더 잉크 및 이를 이용한 전자소자 패키지,H10W 70/60|H10W 72/00,2010-02-17,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020100014281,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020100014281&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020100128523,방열성 에폭시 솔더링 플럭스 및 이를 이용한 반도체 소자 실장 방법,H10W 72/00|B23K 1/19|B23K 1/20,2010-12-15,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020100128523,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020100128523&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020110037336,"솔더 페이스트용 플럭스, 솔더 페이스트 및 솔더 범프, 그리고 이들의 제조 방법",B23K 35/363|B23K 35/22|H05K 3/34,2011-04-21,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020110037336,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020110037336&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020120067609,트리메틸갈륨(TMGa) 정제 장치,H10P 14/24|H10P 10/00,2012-06-22,등록,등록,한국기초과학지원연구원|(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020120067609,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020120067609&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020120067610,트리메틸갈륨(TMGa)의 재활용 방법,H10P 14/24|H10P 10/00|C23C 16/448,2012-06-22,등록,등록,(주)덕산테코피아|한국기초과학지원연구원,1,BACKWARD_CITATION_ESTIMATED,1020120067610,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020120067610&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020130060632,사용 후 잔류 TMIn 회수 및 정제 시스템,C23C 16/44|H10H 20/816|H10P 14/24|H10P 10/00,2013-05-28,등록,등록,한국기초과학지원연구원|(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020130060632,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020130060632&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020130060649,회수 TMIn 재이용방법,H10P 14/24|H10P 10/00|H10H 20/00,2013-05-28,등록,등록,한국기초과학지원연구원|(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020130060649,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020130060649&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020200163557,수지 조성물 및 이를 이용한 표시장치,G03F 7/004|G03F 7/028|G03F 7/105|C08L 79/08,2020-11-30,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020200163557,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020200163557&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210093453,산화 반응을 이용한 고리형 설페이트 화합물을 제조하는 방법,C07D 327/10|H01M 10/0567,2021-07-16,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020210093453,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210093453&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210142539,반도체 제조장비용 캐니스터,C23C 16/448,2021-10-25,등록,등록,(주)덕산테코피아,1,BACKWARD_CITATION_ESTIMATED,1020210142539,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210142539&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
