source_application_number,source_invention_title,source_ipc_number,source_application_date,source_register_status,source_final_disposal,source_right_holder,citation_record_index,citation_direction,cited_application_number,citing_application_number,citing_invention_title,citing_applicant_name,citation_date,citation_category,is_self_citation_estimated,parse_type,http_status_code,request_ok,request_url
1020210047960,샤워헤드 전극판용 부시 조립체 및 전극판과 플레이트의 결합구조체,H01J 37/32|H10P 72/00,2021-04-13,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020210047960,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210047960&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210123464,곡면 가공 효율성을 향상시킨 반도체 부품소재 가공 장치,B24B 7/22|B24B 41/047|B24B 47/10|B24B 41/06|H10P 72/00,2021-09-15,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020210123464,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210123464&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230128731,반도체 에칭장치에 체결되는 그라파이트 기반 CVD-SiC 코팅 제품 세정방법,H01J 37/32|H10P 72/00|B08B 3/12|C11D 3/43|C11D 7/08|C11D 7/10,2023-09-26,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020230128731,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230128731&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020160125059,사파이어 소재를 이용한 고수명 이체형 가스분사장치 제조방법,H10P 50/20|H10P 10/00|H10P 72/00,2016-09-28,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020160125059,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020160125059&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020170065963,평탄화 작업이 필요 없는 질화규소 기판 및 그 제조방법,H10P 10/00|H10W 40/25|H10P 54/00|H10P 95/90,2017-05-29,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020170065963,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020170065963&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020180124015,접합력을 향상시킨 세라믹소재의 웨이퍼 케리어 및 그 웨이퍼케리어 접합방법,H10P 72/10|H10P 72/00|C09J 1/00|C09J 11/08,2018-10-17,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020180124015,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020180124015&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020190030979,에칭장치용 전극판과 플레이트를 결합하기 위한 부시 조립체 및 전극판과 플레이트의 결합구조,H10P 72/00|H10P 72/70|H01J 37/32,2019-03-19,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020190030979,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020190030979&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
102020180001640,플라즈마 에칭장치용 이체형 한정 링,H01J 37/32|H10P 50/20,2018-04-12,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,102020180001640,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=102020180001640&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020060072177,실리콘 단일재질의 플라즈마 챔버 캐소드 및 아웃링,H10P 50/20,2006-07-31,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020060072177,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020060072177&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020070106681,플라즈마 챔버 캐소드의 볼트 체결구 및 그 체결방법,H10P 50/20,2007-10-23,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020070106681,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020070106681&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020070131384,알파형 에스아이씨- 베타형 에스아이씨 결합형 반응소결에스아이씨 소재와 제조 방법 및 그 소재를 이용한 이체형플라즈마 챔버 캐소드,H10P 14/24|H10P 72/00,2007-12-14,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020070131384,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020070131384&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020100010996,캐소드 결합을 위한 체결구 구조,H10P 72/00|H01J 37/32,2010-02-05,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020100010996,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020100010996&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020130077833,세라믹소재의 보트 결합 구조 및 그 접합 방법,H10P 72/10|H10P 72/76,2013-07-03,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020130077833,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020130077833&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020140078699,세라믹 히터의 결합구조와 제조방법,H05B 3/14|H05B 3/08|H10P 95/90,2014-06-26,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020140078699,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020140078699&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020140122446,플라즈마 에칭장치용 일렉트로드의 결합구조 및 결합방법,H10P 50/20|H05H 1/46,2014-09-16,등록,등록,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020140122446,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020140122446&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230166964,반도체 부품 세정용 고정클램프,H10P 72/76|H10P 72/00|H10P 72/30,2023-11-27,공개,공개,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020230166964,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230166964&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230162591,"방전가공이 가능한 상압고상소결 탄화규소 소결체, 그 조성물 및 그 제조방법",C04B 35/565|C04B 35/626|C04B 35/64,2023-11-21,공개,공개,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020230162591,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230162591&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020240066669,"고저항 및 낮은 잔류 실리콘 함량을 갖는 반응소결 탄화규소 소재, 그 조성물 및 그 제조방법",C04B 35/573|C04B 35/626,2024-05-22,공개,공개,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020240066669,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020240066669&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020150134559,기판 지지 유닛 및 이를 포함하는 기판 처리 장치,H10P 72/70|H10P 72/76,2015-09-23,취하,취하,삼성전자주식회사|주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020150134559,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020150134559&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020150152766,사파이어 소재를 이용한 고수명 이체형 가스분사장치 및 그 제조방법,H10P 72/00|H01J 37/32,2015-10-31,거절,거절,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020150152766,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020150152766&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020057004946,플라즈마 챔버 캐소드의 관통구멍 폴리싱 방법과 장치,H10P 10/00|H10P 72/00|H10P 50/20,2002-11-09,소멸,소멸,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,1020057004946,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020057004946&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
102020050016263,플라즈마 챔버 캐소드의 관통구멍 폴리싱 장치,H10P 50/20|H01J 37/32|H10P 72/00,2005-06-08,소멸,소멸,주식회사 월덱스,1,BACKWARD_CITATION_ESTIMATED,102020050016263,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=102020050016263&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
