source_application_number,source_invention_title,source_ipc_number,source_application_date,source_register_status,source_final_disposal,source_right_holder,citation_record_index,citation_direction,cited_application_number,citing_application_number,citing_invention_title,citing_applicant_name,citation_date,citation_category,is_self_citation_estimated,parse_type,http_status_code,request_ok,request_url
1020210132139,기판 처리 방법,H10P 50/28|H10P 10/00,2021-10-06,등록,등록,주식회사 테스,1,BACKWARD_CITATION_ESTIMATED,1020210132139,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210132139&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210171413,능동형 서멀 인터포저 장치,G01R 31/28|H10N 10/10,2021-12-03,등록,등록,어드반테스트 테스트 솔루션스 인코포레이티드,1,BACKWARD_CITATION_ESTIMATED,1020210171413,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210171413&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020210192186,기판지지유닛,H10K 71/00|C23C 14/50,2021-12-30,등록,등록,주식회사 테스,1,BACKWARD_CITATION_ESTIMATED,1020210192186,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020210192186&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020217015271,"버퍼 메모리를 사용하여 하나 이상의 테스트 대상 디바이스를 테스트하기 위한 자동 테스트 장비, 하나 이상의 테스트 대상 디바이스의 자동 테스트를 위한 방법 및 컴퓨터 프로그램",G01R 31/3183|G01R 31/317|G01R 31/319|G01R 31/3177|G01R 31/3193|G01R 31/3185|G06F 11/273|G06F 13/20,2020-01-22,등록,등록,주식회사 아도반테스토,1,BACKWARD_CITATION_ESTIMATED,1020217015271,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020217015271&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020217015278,"커맨드 오류 처리를 위해 하나 이상의 테스트 대상 디바이스를 테스트하기 위한 자동 테스트 장비, 하나 이상의 테스트 대상 디바이스의 자동 테스트를 위한 방법 및 컴퓨터 프로그램",G01R 31/3183|G01R 31/317|G01R 31/319|G01R 31/3177|G01R 31/3193|G01R 31/3185|G06F 11/273|G06F 13/20,2020-01-22,등록,등록,주식회사 아도반테스토,1,BACKWARD_CITATION_ESTIMATED,1020217015278,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020217015278&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020220181132,"딥러닝 기반의 배터리 유효 충전 데이터 식별 방법, 장비 및 매체",G06F 16/2458|G06Q 50/06|G06N 3/04|G06N 3/08,2022-12-21,등록,등록,차이나 오토모티브 테크놀로지 앤드 리서치 센터 컴퍼니 리미티드|차이나 오토모티브 인포메이션 테크놀로지 (티엔진) 컴퍼니 리미티드|씨에이티에이알씨 뉴 에너지 비이클 테스트 센터 (티엔진) 컴퍼니 리미티드,1,BACKWARD_CITATION_ESTIMATED,1020220181132,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020220181132&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230002658,스핀들유닛 및 기판처리장치,H10P 72/76|H10P 72/00|H10P 72/30,2023-01-09,등록,등록,주식회사 테스,1,BACKWARD_CITATION_ESTIMATED,1020230002658,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230002658&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230039790,기판처리장치,H10P 72/00|H10P 72/30|H10P 72/70|H10P 72/76,2023-03-27,등록,등록,주식회사 테스,1,BACKWARD_CITATION_ESTIMATED,1020230039790,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230039790&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230083521,플레이트 기판 타입의 연속공정 방식 태양광 모듈의 전기적 특성 시험장치,H02S 50/10|H02S 50/15|H10P 72/30,2023-06-28,등록,등록,주식회사 유니테스트,1,BACKWARD_CITATION_ESTIMATED,1020230083521,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230083521&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230085317,적층 칩 및 적층 칩의 제조 방법,H10B 80/00|H10W 90/00|H10W 20/00|H10W 70/40|H10W 20/40|H10W 29/00,2023-06-30,등록,등록,주식회사 아도반테스토|고쿠리츠다이가쿠호진 도쿄가가쿠 다이가쿠,1,BACKWARD_CITATION_ESTIMATED,1020230085317,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230085317&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230087218,AI 기반 웹빌더를 제공하기 위한 운영서버 및 그 동작 방법,G06F 16/958|G06F 8/38|G06F 8/34|G06F 40/186|G06F 3/0481|G06F 3/0484|G06N 3/0464|G06N 3/09,2023-07-05,등록,등록,주식회사 테스티파이,1,BACKWARD_CITATION_ESTIMATED,1020230087218,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230087218&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
1020230105972,기판처리장치 및 기판처리방법,H10P 72/50|H10P 72/30|H10P 72/76|C23C 16/458,2023-08-12,등록,등록,주식회사 테스,1,BACKWARD_CITATION_ESTIMATED,1020230105972,,,,,,False,XML,200,True,http://plus.kipris.or.kr/openapi/rest/CitationService/citationInfoV3?applicationNumber=1020230105972&accessKey=7fhIrZ0g7smPbDV8BaGlM7b%2FFcjZVpk1bl2RcX9HDNo%3D
